Model,permno,evtdate,cret,car,bhar,nrets,nrets_est
Market-Adjusted Model,14377,2023-02-23,-0.000856682,0.0589099091,0.0581608377,21,100
Market-Adjusted Model,14379,2023-02-23,-0.04239017,0.0223468116,0.0166273495,21,100
Market-Adjusted Model,14385,2023-02-23,-0.017176227,0.0428869576,0.0418412918,21,100
Market-Adjusted Model,14387,2023-02-23,-0.083294961,-0.018714815,-0.024277441,21,100
Market-Adjusted Model,14399,2023-02-23,0.0005064608,0.0605398113,0.0595239801,21,100
Market-Adjusted Model,14401,2023-02-23,-0.071581284,-0.012219198,-0.012563765,21,100
Market-Adjusted Model,14404,2023-02-23,-0.003770811,0.0559930759,0.0552467086,21,100
Market-Adjusted Model,14406,2023-02-23,-0.050628243,0.0114478135,0.008389276,21,100
Market-Adjusted Model,14419,2023-02-23,-0.114678946,0.0103965759,-0.055661426,21,100
Market-Adjusted Model,14422,2023-02-23,-0.464824114,-0.486154803,-0.405806594,21,100
Market-Adjusted Model,14423,2023-02-23,-0.402654851,-0.39500083,-0.343637332,21,100
Market-Adjusted Model,14424,2023-02-23,-0.382046388,-0.389937453,-0.323028868,21,100
Market-Adjusted Model,14427,2023-02-23,-0.030972466,0.0287956653,0.0280450534,21,100
Market-Adjusted Model,14428,2023-02-23,-0.010172137,0.050118406,0.0488453823,21,100
Market-Adjusted Model,14431,2023-02-23,-0.601796375,-0.465267154,-0.542778855,21,100
Market-Adjusted Model,14432,2023-02-23,-0.064099829,0.002332589,-0.00508231,21,100
Market-Adjusted Model,14434,2023-02-23,-0.076522598,-0.016909388,-0.017505079,21,100
Market-Adjusted Model,14435,2023-02-23,-0.36618183,-0.352401803,-0.307164311,21,100
Market-Adjusted Model,14436,2023-02-23,-0.16204872,-0.103336826,-0.103031201,21,100
Market-Adjusted Model,14439,2023-02-23,-0.083640799,-0.026435056,-0.02462328,21,100
Market-Adjusted Model,14440,2023-02-23,-0.029357773,0.0616720456,0.029659746,21,100
Market-Adjusted Model,14442,2023-02-23,-0.335337863,-0.326369044,-0.276320344,21,100
Market-Adjusted Model,14443,2023-02-23,-0.056331836,0.0028187698,0.002685683,21,100
Market-Adjusted Model,14444,2023-02-23,-0.499189639,-0.405673928,-0.440172119,21,100
Market-Adjusted Model,14449,2023-02-23,-0.140077817,-0.079792147,-0.081060297,21,100
Market-Adjusted Model,14450,2023-02-23,0.0216560334,0.0843893489,0.0806735527,21,100
Market-Adjusted Model,14451,2023-02-23,0.0011961996,0.0264472488,0.0268243872,17,100
Market-Adjusted Model,14452,2023-02-23,-0.106564702,-0.022571282,-0.047547182,21,100
Market-Adjusted Model,14456,2023-02-23,-0.199245763,-0.159222457,-0.140228244,21,100
Market-Adjusted Model,14459,2023-02-23,-0.452665062,-0.472460798,-0.393647543,21,100
Market-Adjusted Model,14460,2023-02-23,-0.012369936,0.0479298401,0.0466475831,21,100
Market-Adjusted Model,14466,2023-02-23,-0.111256511,-0.05243625,-0.052238992,21,100
Market-Adjusted Model,14467,2023-02-23,-0.105946894,-0.044108221,-0.046929375,21,100
Market-Adjusted Model,14468,2023-02-23,-0.150306461,-0.085061683,-0.091288941,21,100
Market-Adjusted Model,14469,2023-02-23,-0.054170256,0.0229563912,0.004847263,21,100
Market-Adjusted Model,14472,2023-02-23,-0.122284564,-0.064968605,-0.063267045,21,100
Market-Adjusted Model,14479,2023-02-23,0.0106843117,0.0781925566,0.069701831,21,100
Market-Adjusted Model,14483,2023-02-23,-0.006777469,0.0537200007,0.0522400506,21,100
Market-Adjusted Model,14484,2023-02-23,-0.004766814,0.0553112668,0.054250705,21,100
Market-Adjusted Model,14485,2023-02-23,0.0043334588,0.0640851109,0.0633509782,21,100
Market-Adjusted Model,14486,2023-02-23,0.0266051786,0.0864979675,0.0856226979,21,100
Market-Adjusted Model,14487,2023-02-23,-0.124737897,-0.053221808,-0.065720378,21,100
Market-Adjusted Model,14489,2023-02-23,-0.067324949,-0.00560938,-0.00830743,21,100
Market-Adjusted Model,14490,2023-02-23,0.1030042777,0.2050128129,0.1620217971,21,100
Market-Adjusted Model,14492,2023-02-23,0.0045197887,0.0642707748,0.063537308,21,100
Market-Adjusted Model,14493,2023-02-23,-0.088105712,-0.025589013,-0.029088192,21,100
Market-Adjusted Model,14494,2023-02-23,-0.007510705,0.0528444873,0.0515068147,21,100
Market-Adjusted Model,14495,2023-02-23,-0.049578172,0.0117259827,0.0094393473,21,100
Market-Adjusted Model,14497,2023-02-23,-0.263535063,-0.176260249,-0.204517544,21,100
Market-Adjusted Model,14501,2023-02-23,0.010805467,0.0715817335,0.0698229863,21,100
Market-Adjusted Model,14503,2023-02-23,-0.194607124,-0.151999858,-0.135589604,21,100
Market-Adjusted Model,14504,2023-02-23,-0.214285687,-0.160151714,-0.155268167,21,100
Market-Adjusted Model,14505,2023-02-23,-0.105304826,-0.047035461,-0.046287307,21,100
Market-Adjusted Model,14507,2023-02-23,-0.03852656,0.0218974614,0.0204909588,21,100
Market-Adjusted Model,14513,2023-02-23,-0.078431433,-0.019200115,-0.019413914,21,100
Market-Adjusted Model,14515,2023-02-23,-0.042402012,0.0171865478,0.0166155071,21,100
Market-Adjusted Model,14516,2023-02-23,-0.122605354,-0.061010637,-0.063587835,21,100
Market-Adjusted Model,14520,2023-02-23,-0.048061516,0.0132907813,0.0109560035,21,100
Market-Adjusted Model,14521,2023-02-23,0.0888483556,0.1517430829,0.147865875,21,100
Market-Adjusted Model,14522,2023-02-23,0.018659903,0.0829159399,0.0776774223,21,100
Market-Adjusted Model,14523,2023-02-23,-0.188773543,-0.139410533,-0.129756023,21,100
Market-Adjusted Model,14526,2023-02-23,-0.061548107,-0.001423302,-0.002530588,21,100
Market-Adjusted Model,14529,2023-02-23,-0.002216416,0.0591834559,0.0568011036,21,100
Market-Adjusted Model,14531,2023-02-23,-0.29141591,-0.142765803,-0.232398391,21,100
Market-Adjusted Model,14532,2023-02-23,-0.133271176,-0.076427837,-0.074253657,21,100
Market-Adjusted Model,14535,2023-02-23,0.1223695006,0.2456570912,0.1813870199,21,100
Market-Adjusted Model,14536,2023-02-23,-0.257142856,-0.223215806,-0.198125337,21,100
Market-Adjusted Model,14538,2023-02-23,-0.422972013,-0.450602823,-0.363954494,21,100
Market-Adjusted Model,14539,2023-02-23,-0.04254876,0.0176653575,0.0164687593,21,100
Market-Adjusted Model,14540,2023-02-23,-0.323529409,-0.310858163,-0.264511889,21,100
Market-Adjusted Model,14541,2023-02-23,-0.069768192,-0.010963138,-0.010750672,21,100
Market-Adjusted Model,14542,2023-02-23,-0.142354657,-0.087911347,-0.083337137,21,100
Market-Adjusted Model,14543,2023-02-23,0.6300149032,0.5982349076,0.6890324225,21,100
Market-Adjusted Model,14544,2023-02-23,-0.216907659,-0.170797006,-0.15789014,21,100
Market-Adjusted Model,14545,2023-02-23,-0.236224788,-0.200762347,-0.177207269,21,100
Market-Adjusted Model,14546,2023-02-23,-0.181818185,-0.130760728,-0.122800665,21,100
Market-Adjusted Model,14547,2023-02-23,-0.217012296,-0.181218854,-0.157994776,21,100
Market-Adjusted Model,14548,2023-02-23,0.0782608841,0.160814403,0.1372784034,21,100
Market-Adjusted Model,14549,2023-02-23,-0.071335521,-0.013132194,-0.012318002,21,100
Market-Adjusted Model,14550,2023-02-23,-0.186666642,-0.128203509,-0.127649123,21,100
Market-Adjusted Model,14551,2023-02-23,-0.118088227,-0.061471051,-0.059070707,21,100
Market-Adjusted Model,14554,2023-02-23,-0.216216197,-0.151519086,-0.157198678,21,100
Market-Adjusted Model,14555,2023-02-23,-0.100478448,-0.00464422,-0.041460928,21,100
Market-Adjusted Model,14556,2023-02-23,-0.229101771,-0.185695423,-0.170084251,21,100
Market-Adjusted Model,14558,2023-02-23,-0.207754687,-0.167120314,-0.148737168,21,100
Market-Adjusted Model,14559,2023-02-23,-0.164948395,-0.117889084,-0.105930875,21,100
Market-Adjusted Model,14560,2023-02-23,-0.080731202,-0.022168519,-0.021713682,21,100
Market-Adjusted Model,14565,2023-02-23,-0.052392995,0.0082489192,0.006624524,21,100
Market-Adjusted Model,14566,2023-02-23,-0.191673191,-0.139567692,-0.132655671,21,100
Market-Adjusted Model,14571,2023-02-23,-0.016040796,0.0437088549,0.0429767231,21,100
Market-Adjusted Model,14572,2023-02-23,-0.253449787,-0.226072452,-0.194432268,21,100
Market-Adjusted Model,14574,2023-02-23,-0.139996546,-0.083983736,-0.080979026,21,100
Market-Adjusted Model,14579,2023-02-23,-0.170585136,-0.122333939,-0.111567616,21,100
Market-Adjusted Model,14580,2023-02-23,-0.274004697,-0.230644154,-0.214987177,21,100
Market-Adjusted Model,14590,2023-02-23,0.0033669999,0.0632058637,0.0623845192,21,100
Market-Adjusted Model,14591,2023-02-23,-0.133333402,-0.078518212,-0.074315883,21,100
Market-Adjusted Model,14593,2023-02-23,-0.024769721,0.0369372507,0.034247798,21,100
Market-Adjusted Model,14596,2023-02-23,-0.246865422,-0.211438024,-0.187847903,21,100
Market-Adjusted Model,14599,2023-02-23,-0.169199051,-0.121673874,-0.110181532,21,100
Market-Adjusted Model,14601,2023-02-23,-0.092741125,-0.036521189,-0.033723605,21,100
Market-Adjusted Model,14603,2023-02-23,-0.01496277,0.0466017321,0.0440547498,21,100
Market-Adjusted Model,14604,2023-02-23,-0.100385493,-0.044131799,-0.041367974,21,100
Market-Adjusted Model,14607,2023-02-23,-0.11227893,-0.045388293,-0.053261411,21,100
Market-Adjusted Model,14608,2023-02-23,-0.385752678,-0.392200251,-0.326735158,21,100
Market-Adjusted Model,14609,2023-02-23,-0.058091327,0.0085890926,0.0009261924,21,100
Market-Adjusted Model,14610,2023-02-23,-0.33883931,-0.249013793,-0.279821791,21,100
Market-Adjusted Model,14611,2023-02-23,-0.196738138,-0.145046262,-0.137720619,21,100
Market-Adjusted Model,14615,2023-02-23,-0.236000011,-0.168218709,-0.176982492,21,100
Market-Adjusted Model,14616,2023-02-23,-0.301306355,-0.288837534,-0.242288835,21,100
Market-Adjusted Model,14617,2023-02-23,-0.068957462,-0.008740137,-0.009939943,21,100
Market-Adjusted Model,14618,2023-02-23,-0.287096739,-0.250785134,-0.22807922,21,100
Market-Adjusted Model,14619,2023-02-23,-0.362671169,-0.350652765,-0.303653649,21,100
Market-Adjusted Model,14620,2023-02-23,-0.044042128,0.0166363347,0.0149753912,21,100
Market-Adjusted Model,14624,2023-02-23,-0.116598599,-0.060340112,-0.057581079,21,100
Market-Adjusted Model,14625,2023-02-23,0.6283186213,0.6258565089,0.6873361406,21,100
Market-Adjusted Model,14626,2023-02-23,-0.014946332,0.0450089252,0.0440711873,21,100
Market-Adjusted Model,14627,2023-02-23,-0.014277106,0.0454725707,0.0447404134,21,100
Market-Adjusted Model,14631,2023-02-23,-0.022050696,0.0379401071,0.0369668238,21,100
Market-Adjusted Model,14632,2023-02-23,-0.153468846,-0.099670414,-0.094451326,21,100
Market-Adjusted Model,14635,2023-02-23,-0.015712644,0.044011638,0.0433048755,21,100
Market-Adjusted Model,14636,2023-02-23,0.1678832282,0.2274621997,0.2269007475,21,100
Market-Adjusted Model,14639,2023-02-23,-0.02142493,0.0385745279,0.0375925897,21,100
Market-Adjusted Model,14640,2023-02-23,-0.025962233,0.0343011447,0.0330552866,21,100
Market-Adjusted Model,14642,2023-02-23,0.0508348681,0.1126286177,0.1098523874,21,100
Market-Adjusted Model,14643,2023-02-23,-0.011709648,0.0505469265,0.0473078713,21,100
Market-Adjusted Model,14645,2023-02-23,-0.132075404,-0.069006314,-0.073057885,21,100
Market-Adjusted Model,14647,2023-02-23,0.1669128676,0.2274076395,0.2259303869,21,100
Market-Adjusted Model,14650,2023-02-23,-0.090027103,-0.032495812,-0.031009584,21,100
Market-Adjusted Model,14651,2023-02-23,-0.037313432,0.0234957537,0.0217040877,21,100
Market-Adjusted Model,14652,2023-02-23,-0.015234123,0.0444527632,0.0437833961,21,100
Market-Adjusted Model,14653,2023-02-23,-0.13069069,-0.077231725,-0.071673171,21,100
Market-Adjusted Model,14655,2023-02-23,-0.26992468,-0.236100609,-0.210907161,21,100
Market-Adjusted Model,14660,2023-02-23,0.0582800772,0.1167635477,0.1172975965,21,100
Market-Adjusted Model,14661,2023-02-23,-0.140186938,-0.08122495,-0.081169418,21,100
Market-Adjusted Model,14662,2023-02-23,0.02311503,0.0835695225,0.0821325493,21,100
Market-Adjusted Model,14663,2023-02-23,-0.094520556,-0.035228036,-0.035503037,21,100
Market-Adjusted Model,14668,2023-02-23,-0.031847173,0.0458290432,0.0271703468,21,100
Market-Adjusted Model,14670,2023-02-23,-0.114427176,-0.058200876,-0.055409656,21,100
Market-Adjusted Model,14674,2023-02-23,-0.033018899,0.0332982081,0.0259986199,21,100
Market-Adjusted Model,14676,2023-02-23,-0.211009196,-0.151127372,-0.151991677,21,100
Market-Adjusted Model,14677,2023-02-23,-0.290322546,-0.271098474,-0.231305027,21,100
Market-Adjusted Model,14678,2023-02-23,-0.021333315,0.0389047842,0.0376842045,21,100
Market-Adjusted Model,14682,2023-02-23,0.0769230363,0.1671988378,0.1359405556,21,100
Market-Adjusted Model,14684,2023-02-23,-0.083291249,-0.018717807,-0.02427373,21,100
Market-Adjusted Model,14686,2023-02-23,-0.191844911,-0.136931744,-0.132827392,21,100
Market-Adjusted Model,14687,2023-02-23,0.0460452962,0.111001566,0.1050628155,21,100
Market-Adjusted Model,14688,2023-02-23,0.1447070654,0.2068447272,0.2037245847,21,100
Market-Adjusted Model,14689,2023-02-23,-0.316933641,-0.287453398,-0.257916122,21,100
Market-Adjusted Model,14690,2023-02-23,0.1402985355,0.2407136011,0.1993160548,21,100
Market-Adjusted Model,14691,2023-02-23,0.0482352765,0.1122921944,0.1072527958,21,100
Market-Adjusted Model,14694,2023-02-23,-0.092982414,-0.031915066,-0.033964894,21,100
Market-Adjusted Model,14702,2023-02-23,-0.026587973,0.0367633137,0.0324295461,21,100
Market-Adjusted Model,14705,2023-02-23,-0.209783674,-0.159668158,-0.150766155,21,100
Market-Adjusted Model,14708,2023-02-23,-0.156061049,-0.101744466,-0.097043529,21,100
Market-Adjusted Model,14710,2023-02-23,-0.034313685,0.0450576254,0.0247038348,21,100
Market-Adjusted Model,14711,2023-02-23,0.0136054318,0.0920522375,0.0726229511,21,100
Market-Adjusted Model,14714,2023-02-23,0.101845598,0.1604362603,0.1608631173,21,100
Market-Adjusted Model,14715,2023-02-23,-0.182959642,-0.120254852,-0.123942123,21,100
Market-Adjusted Model,14716,2023-02-23,-0.075306901,-0.014632222,-0.016289381,21,100
Market-Adjusted Model,14720,2023-02-23,-0.158426262,-0.103468209,-0.099408743,21,100
Market-Adjusted Model,14722,2023-02-23,-0.067129621,-0.008519998,-0.008112102,21,100
Market-Adjusted Model,14724,2023-02-23,-0.019308898,0.0404259933,0.0397086214,21,100
Market-Adjusted Model,14725,2023-02-23,-0.0546649,0.0043478835,0.0043526197,21,100
Market-Adjusted Model,14726,2023-02-23,-0.033234728,0.0266464844,0.025782791,21,100
Market-Adjusted Model,14731,2023-02-23,-0.025423722,0.0349397573,0.033593797,21,100
Market-Adjusted Model,14734,2023-02-23,-0.109572108,-0.054749659,-0.050554589,21,100
Market-Adjusted Model,14747,2023-02-23,-0.044097583,0.0152852771,0.0149199362,21,100
Market-Adjusted Model,14748,2023-02-23,-0.034601134,0.0252975568,0.0244163857,21,100
Market-Adjusted Model,14749,2023-02-23,-0.02914736,0.030832697,0.0298701591,21,100
Market-Adjusted Model,14751,2023-02-23,-0.051685946,0.0218263004,0.0073315732,21,100
Market-Adjusted Model,14759,2023-02-23,-0.064837023,-0.000423025,-0.005819503,21,100
Market-Adjusted Model,14763,2023-02-23,-0.022911418,0.0428241835,0.0361061011,21,100
Market-Adjusted Model,14769,2023-02-23,-0.005429577,0.0549698053,0.0535879426,21,100
Market-Adjusted Model,14770,2023-02-23,-0.072405516,-0.014345616,-0.013387997,21,100
Market-Adjusted Model,14771,2023-02-23,-0.098956164,-0.041915401,-0.039938644,21,100
Market-Adjusted Model,14773,2023-02-23,0.0050706065,0.0718507305,0.0640881258,21,100
Market-Adjusted Model,14776,2023-02-23,-0.100676623,-0.043646142,-0.041659103,21,100
Market-Adjusted Model,14777,2023-02-23,-0.059720455,-0.001035501,-0.000702936,21,100
Market-Adjusted Model,14778,2023-02-23,0.1650484907,0.2239908555,0.22406601,21,100
Market-Adjusted Model,14782,2023-02-23,-0.097063251,-0.029130809,-0.038045732,21,100
Market-Adjusted Model,14783,2023-02-23,-0.080182815,-0.022620297,-0.021165296,21,100
Market-Adjusted Model,14785,2023-02-23,-0.068765447,-0.002938369,-0.009747928,21,100
Market-Adjusted Model,14786,2023-02-23,0.1678932696,0.2228713476,0.2269107889,21,100
Market-Adjusted Model,14790,2023-02-23,0.1773255472,0.2317113268,0.2363430665,21,100
Market-Adjusted Model,14791,2023-02-23,-0.281797239,-0.232483471,-0.22277972,21,100
Market-Adjusted Model,14794,2023-02-23,-0.072071228,-0.014015932,-0.013053709,21,100
Market-Adjusted Model,14795,2023-02-23,0.0081475082,0.0694714099,0.0671650275,21,100
Market-Adjusted Model,14797,2023-02-23,-0.393719793,-0.314024625,-0.334702274,21,100
Market-Adjusted Model,14798,2023-02-23,-0.057659422,0.0011375538,0.0013580968,21,100
Market-Adjusted Model,14800,2023-02-23,-0.055901201,0.0031280946,0.0031163187,21,100
Market-Adjusted Model,14803,2023-02-23,0.0652034596,0.1253471595,0.1242209789,21,100
Market-Adjusted Model,14804,2023-02-23,-0.0111951,0.0493189938,0.0478224191,21,100
Market-Adjusted Model,14807,2023-02-23,0.0552938551,0.1206495862,0.1143113744,21,100
Market-Adjusted Model,14810,2023-02-23,-0.09854372,-0.043475719,-0.039526201,21,100
Market-Adjusted Model,14811,2023-02-23,-0.044125811,0.0197741127,0.0148917082,21,100
Market-Adjusted Model,14812,2023-02-23,-0.084243364,-0.025728591,-0.025225844,21,100
Market-Adjusted Model,14813,2023-02-23,-0.223943633,-0.131691732,-0.164926114,21,100
Market-Adjusted Model,14815,2023-02-23,0.0730253086,0.1515998071,0.1320428279,21,100
Market-Adjusted Model,14816,2023-02-23,-0.061312997,-0.001572875,-0.002295478,21,100
Market-Adjusted Model,14818,2023-02-23,-0.011695896,0.0708938682,0.0473216235,21,100
Market-Adjusted Model,14820,2023-02-23,-0.16311687,-0.075952864,-0.10409935,21,100
Market-Adjusted Model,14822,2023-02-23,-0.373702468,-0.379231661,-0.314684949,21,100
Market-Adjusted Model,14823,2023-02-23,0.2307692904,0.3458865228,0.2897868097,21,100
Market-Adjusted Model,14826,2023-02-23,-0.17362641,-0.125580218,-0.11460889,21,100
Market-Adjusted Model,14828,2023-02-23,-0.075155675,-0.01020349,-0.016138155,21,100
Market-Adjusted Model,14830,2023-02-23,-0.296434114,-0.274592634,-0.237416595,21,100
Market-Adjusted Model,14844,2023-02-23,-0.0590316,-0.00051558,-0.000014081,21,100
Market-Adjusted Model,14845,2023-02-23,-0.062167803,-0.003750242,-0.003150284,21,100
Market-Adjusted Model,14846,2023-02-23,-0.033951672,0.0256916201,0.0250658472,21,100
Market-Adjusted Model,14852,2023-02-23,-0.149532726,-0.075550331,-0.090515206,21,100
Market-Adjusted Model,14854,2023-02-23,-0.041001088,0.018485801,0.0180164317,21,100
Market-Adjusted Model,14855,2023-02-23,-0.029531884,0.0426130343,0.0294856357,21,100
Market-Adjusted Model,14862,2023-02-23,-0.105263122,-0.02412911,-0.046245602,21,100
Market-Adjusted Model,14863,2023-02-23,-0.06889593,-0.009971972,-0.009878411,21,100
Market-Adjusted Model,14865,2023-02-23,-0.548951045,-0.660286397,-0.489933526,21,100
Market-Adjusted Model,14866,2023-02-23,-0.018323604,0.0413238728,0.0406939157,21,100
Market-Adjusted Model,14869,2023-02-23,0.0028752767,0.062631979,0.061892796,21,100
Market-Adjusted Model,14872,2023-02-23,-0.351184205,-0.319655914,-0.292166685,21,100
Market-Adjusted Model,14873,2023-02-23,-0.112616762,-0.044000145,-0.053599242,21,100
Market-Adjusted Model,14877,2023-02-23,0.137375288,0.1986412441,0.1963928073,21,100
Market-Adjusted Model,14879,2023-02-23,-0.633481017,-0.85087884,-0.574463498,21,100
Market-Adjusted Model,14882,2023-02-23,-0.101821497,-0.038243185,-0.042803978,21,100
Market-Adjusted Model,14884,2023-02-23,-0.078779575,-0.012115711,-0.019762055,21,100
Market-Adjusted Model,14886,2023-02-23,-0.070994363,-0.010706534,-0.011976844,21,100
Market-Adjusted Model,14887,2023-02-23,-0.093183905,-0.029198414,-0.034166386,21,100
Market-Adjusted Model,14888,2023-02-23,-0.209763007,-0.169151013,-0.150745488,21,100
Market-Adjusted Model,14889,2023-02-23,-0.192637739,-0.149421699,-0.13362022,21,100
Market-Adjusted Model,14900,2023-02-23,-0.054806402,0.0055839614,0.0042111177,21,100
